id,name,address,taxno,tel,fax,contact,email,companyType,country,code,creator,updator,createdDate,lastUpdateDate
108,CÔNG TY TNHH MÂY TRE ĐAN PHÚC THỊNH,"Thôn Lưu Thượng, Xã Phú Túc, Huyện Phú Xuyên, TP Hà Nội",105484830,,,,empty@email.com,63,66,MAYTRE PHUCTHINH,,,3/13/2015 0:00,3/13/2015 0:00
109,CÔNG TY TNHH MÂY TRE THÀNH PHÁT,"Thôn Yên Trường, Xã Trường Yên, Huyện Chương Mỹ, Hà Nội",104826915,,,,empty@email.com,63,66,MAYTRE THANHPHAT,,,3/13/2015 0:00,3/13/2015 0:00
110,CÔNG TY CỔ PHẦN HÀNG HẢI MERMAID VIỆT NAM,"Đường 12, Khu Công Nghiệp Đông Xuyên , Phường Rạch Dừa, Thành Phố  Vũng Tàu, Tỉnh Bà Rịa Vũng Tàu.",3500674108,,,,empty@email.com,63,66,MERMAID,,,3/13/2015 0:00,3/13/2015 0:00
111,CÔNG TY TNHH CƠ KHÍ CHÍNH XÁC MIEN HUA,"KM 1954, QL 1A, Phường Tân Khánh, Thành Phố Tân An, Tỉnh Long An",1100499578,,,,empty@email.com,63,66,MIENHUA,,,3/13/2015 0:00,3/13/2015 0:00
112,CÔNG TY TNHH THƯƠNG MẠI MIỀN NAM,235 Cộng Hoà - P. 13 - Q. Tân Bình - TP HCM,304787893,,,,empty@email.com,63,66,MIENNAM,,,3/13/2015 0:00,3/13/2015 0:00
113,CÔNG TY CP ĐẦU TƯ VÀ PHÁT TRIỂN VIỄN THÔNG MIỀN TÂY,"40 Hoàng Việt, Phường 4, Quận Tân Bình, Tp.HCM",304405664,,,,empty@email.com,63,66,MIENTAY,,,3/13/2015 0:00,3/13/2015 0:00
114,CÔNG TY TNHH VẬN TẢI MINH AN,"153/14 Điện Biên Phủ, Phường 15, Quận Bình Thạnh, TP HCM",310030903,,,,empty@email.com,63,66,MINH AN,,,3/13/2015 0:00,3/13/2015 0:00
115,CÔNG TY TNHH VẬN TẢI QUỐC TẾ MINH LONG,"36L Đường Miếu Nổi , KDC Miếu Nổi , P. 3, Q. Bình Thạnh, TP HCM.",305247964,,,,empty@email.com,63,66,MINH LONG,,,3/13/2015 0:00,3/13/2015 0:00
116,CÔNG TY TNHH QUỐC TẾ MINH ANH,"36 Trần Văn Quang, Phường 10, Quận Tân Bình, Tp. HCM",304525979,,,,empty@email.com,63,66,MINHANH,,,3/13/2015 0:00,3/13/2015 0:00
117,DOANH NGHIỆP TƯ NHÂN MINH DŨNG,"1A, khu phố Trung Lương, Phướng 10, Tp. Mỹ Tho, tỉnh Tiền Giang",1200328262,,,,empty@email.com,63,66,MINHDUNG,,,3/13/2015 0:00,3/13/2015 0:00
118,CÔNG TY TNHH XUẤT NHẬP KHẨU MINH HẢI,"Cụm tiểu thủ CN Kim Bình, Kim Bằng, Hà Nam",700253091,,,,empty@email.com,63,66,MINHHAI,,,3/13/2015 0:00,3/13/2015 0:00
119,CÔNG TY TNHH TM DV VẬN TẢI MINH HƯNG,"31/19 Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp HCM",312330684,,,,empty@email.com,63,66,MINHHUNG,,,3/13/2015 0:00,3/13/2015 0:00
120,CÔNG TY TNHH MINH KÔN,"Thôn Trung, Xã Chuyên Mỹ, Huyện Phú Xuyên, Hà Nội",104349765,,,,empty@email.com,63,66,MINHKON,,,3/13/2015 0:00,3/13/2015 0:00
121,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH THỊNH,"số 47A/358 Đoạn Xá 1, P. Đông Hải 1, Q. Hải An, Tp. Hải Phòng",200830960,,,,empty@email.com,63,66,MINHTHINH,,,3/13/2015 0:00,3/13/2015 0:00
122,CÔNG TY TNHH MKP SHIPPING,"52 Đường 239, Cư Xá Bùi Minh Trực, Phường 5, Quận 8, TP HCM",312122116,,,,empty@email.com,63,66,MKP,,,3/13/2015 0:00,3/13/2015 0:00
123,CÔNG TY CỔ PHẦN MỸ NGHỆ THÀNH NAM,"Đường 10, Yên Tiến, Ý Yên, Nam Định",600802284,,,,empty@email.com,63,66,MN THANHNAM,,,3/13/2015 0:00,3/13/2015 0:00
124,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ MND,"2 Ngô Đức Kế, Phường Bến Nghé, Quận 1, TP HCM",310348277,,,,empty@email.com,63,66,MND,,,3/13/2015 0:00,3/13/2015 0:00
125,CÔNG TY CP TẬP ĐOÀN MUỐI MIỀN NAM,"173 Hai Bà Trưng, Phường 6, Quận 3, Tp.HCM",300547185,,,,empty@email.com,63,66,MUOIMIENNAM,,,3/13/2015 0:00,3/13/2015 0:00
126,CHI NHÁNH CÔNG TY CỔ PHẦN QUANG & MỸ NGHỆ XUẤT KHẨU,"Mạo Khê, Đông Triều, Quảng Ninh",0101157889-001,,,,empty@email.com,63,66,MYNGHEXK,,,3/13/2015 0:00,3/13/2015 0:00
127,CÔNG TY TNH SX & XK HÀNG TCMN MỸ THÁI,"Thôn Hạ Thái, xã Duyên Thái, H. Thường Tín, Hà Nội",500467307,,,,empty@email.com,63,66,MYTHAI,,,3/13/2015 0:00,3/13/2015 0:00
128,CÔNG TY TNHH NĂM HAI NĂM,"Số 12, Đường DC 7, Phường Sơn Kỳ, Quận Tân Phú, TP HCM",304943567,,,,empty@email.com,63,66,NAMHAINAM,,,3/13/2015 0:00,3/13/2015 0:00
129,CÔNG TY TNHH KỸ THUẬT NAM PHONG,"910 Lầu 9, 4/9/32 Hoàng Long Building, P. Nhi Đồng, Dĩ An, Bình Dương",3700769685,,,,empty@email.com,63,66,NAMPHONG,,,3/13/2015 0:00,3/13/2015 0:00
130,CÔNG TY TNHH NHỰA NAM VIỆT,"Đường 2A/1 Khu Công Nghiệp Đồng An, Thuận An, Bình Dương",3700263962,,,,empty@email.com,63,66,NAMVIET-BD,,,3/13/2015 0:00,3/13/2015 0:00
131,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT NĂNG LƯỢNG SẠCH,"91/1B Nguyễn Ảnh Thủ, Ấp Tây Lân, Xã Bà Điểm, Huyện Hóc Môn, Tp HCM",306274417,,,,empty@email.com,63,66,NANGLUONGSACH,,,3/13/2015 0:00,3/13/2015 0:00
132,CÔNG TY TNHH TM - DV NGHỊ TÍN,"61 Tạ Uyên, Phường 15, Quận 5, TP HCM",303381160,,,,empty@email.com,63,66,NGHITIN,,,3/13/2015 0:00,3/13/2015 0:00
133,CÔNG TY TNHH CHẾ BIẾN THỰC PHẨM THƯƠNG MẠI NGỌC HÀ,"Ấp Hội, Xã Kim Sơn, Huyện Châu Thành, Tỉnh Tiền Giang",1200536671,,,,empty@email.com,63,66,NGOCHA,,,3/13/2015 0:00,3/13/2015 0:00
134,CÔNG TY TNHH VẬN TẢI NGUYÊN THÀNH,"63A An Phú Đông 27, Phường An Phú Đông, Quận 12, Tp.HCM",310369446,,,,empty@email.com,63,66,NGUYENTHANH,,,3/13/2015 0:00,3/13/2015 0:00
135,CÔNG TY TNHH XUẤT NHẬP KHẨU NGUYỄN XUÂN,"42 Ngõ 158, Tổ 25, Phường Ngọc Hà, Q.Ba Đình, TP Hà Nội",105043681,,,,empty@email.com,63,66,NGUYENXUAN,,,3/13/2015 0:00,3/13/2015 0:00
136,CÔNG TY CỔ PHẦN ĐẦU TƯ NHÀ BÈ,"Khu phố 3, Bến Nghé, Phường Tân Thuận Đông, Quận 7, TP HCM",3700574051,,,,empty@email.com,63,66,NHABE,,,3/13/2015 0:00,3/13/2015 0:00
137,CÔNG TY TNHH DỊCH VỤ - THƯƠNG MẠI NHẬT CƯỜNG,"352 Trần Văn Kiểu, Phường 11, Quận 6, TP HCM",302560181,,,,empty@email.com,63,66,NHATCUONG,,,3/13/2015 0:00,3/13/2015 0:00
138,CÔNG TY CP GIẢI PHÁP CÔNG NGHỆ MÔI TRƯỜNG NHẤT TINH,"17/12N, Phan Huy Ích, P.12, Q.Gò Vấp, TP HCM",306885800,,,,empty@email.com,63,66,NHATTINH,,,3/13/2015 0:00,3/13/2015 0:00
139,CÔNG TY TNHH CÔNG NGHỆ GỐM SỨ OHIO,"Khu Công Nghiệp Tiền Hải, Xã Đông Cơ, Huyện Tiền Hải, Tỉnh Thái Bình",1000317753,,,,empty@email.com,63,66,OHIO,,,3/13/2015 0:00,3/13/2015 0:00
140,CÔNG TY TNHH OKAMURA VIỆT NAM,"Số 111D Lý Chính Thắng, Phường 7, Quận 3, TP HCM",312503707,,,,empty@email.com,63,66,OKAMURA,,,3/13/2015 0:00,3/13/2015 0:00
141,CÔNG TY TNHH THỰC PHẨM ORION VINA,"Khu Công Nghiệp Mỹ Phước 2, Huyện Bến Cát, Tỉnh Bình Dương",3700667933,,,,empty@email.com,63,66,ORION VINA,,,3/13/2015 0:00,3/13/2015 0:00
142,CÔNG TY TNHH NHÀ THÉP PEB,"Khu công nghiệp Đông Xuyên, Phường Rạch Dừa, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu.",3500684522,(08) 3933 0148,,,empty@email.com,63,66,PEB,,,3/13/2015 0:00,3/13/2015 0:00
143,CÔNG TY TNHH PENTAX VIỆT NAM,"Số 76 Ngõ Vạn Ứng, Đường Khâm Thiên, Phường Trung Phụng, Quận Đống đa, Hà Nội",106402534,,,,empty@email.com,63,66,PENTAX VN,,,3/13/2015 0:00,3/13/2015 0:00
144,CÔNG TY TNHH TM PHONG CÁCH SỐNG,"16A Đường 5A, Khu Đô Thị Mới An Phú - An Khánh, Phường An Phú, Quận 2, TP HCM",3602447270,,,,empty@email.com,63,66,PHONGCACHSONG,,,3/13/2015 0:00,3/13/2015 0:00
145,CÔNG TY TNHH THƯƠNG MẠI PHÚ BANG,"134/2B Thành Thái, Phường 12, Quận 10, TP HCM",303384429,,,,empty@email.com,63,66,PHUBANG,,,3/13/2015 0:00,3/13/2015 0:00
146,CÔNG TY TNHH THƯƠNG MẠI - DỊCH VỤ PHÚ ĐẠI LỢI,"114/2 Yên Thế, Phường 2, Quận Tân Bình, Tp.HCM",303241170,,,,empty@email.com,63,66,PHUDAILOI,,,3/13/2015 0:00,3/13/2015 0:00
147,CÔNG TY TNHH TM - XNK PHÚ LỘC TRƯỜNG,"D2/483, Ấp 4, Xã Bình Lợi, Huyện Bình Chánh, TP HCM",309311138,,,,empty@email.com,63,66,PHULOCTRUONG,,,3/13/2015 0:00,3/13/2015 0:00
148,DNTN XĂNG DẦU PHƯỚC THẠNH,"Ấp Mây Đắng, Xã Phước Thạnh, Huyện Củ Chi, TP HCM",301446503,,,,empty@email.com,63,66,PHUOC THANH,,,3/13/2015 0:00,3/13/2015 0:00
149,CÔNG TY TNHH CẢNG PHƯỚC LONG,"Lầu 19, Germadept Tower, 2Bis-4-6 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Tp.HCM",304791385,,,,empty@email.com,63,66,PHUOCLONGICD,,,3/13/2015 0:00,3/13/2015 0:00
150,CÔNG TY TNHH TM & DV GIAO NHẬN VẬN TẢI PHƯƠNG NHUNG,"193/2D Bùi Thị Xuân, Phường 1, Quận Tân Bình, TP HCM",312347198,,,,empty@email.com,63,66,PHUONG NHUNG,,,3/13/2015 0:00,3/13/2015 0:00
151,CÔNG TY TNHH THUỶ SẢN PHƯƠNG ĐÔNG,"Lô 17D, Đường số 5, KCN Trà Nóc, Q. Bình Thuỷ, TP Cần Thơ.",1800405254,,,,empty@email.com,63,66,PHUONGDONG,,,3/13/2015 0:00,3/13/2015 0:00
152,CÔNG TY TNHH MTV THÉP PHÚ THẮNG,"Ấp 4, xã Hiệp Phước, Huyện Nhơn Trạch, Đồng Nai",3602153753,,,,empty@email.com,63,66,PHUTHANG,,,3/13/2015 0:00,3/13/2015 0:00
153,CÔNG TY CP PIN ẮC QUY MIỀN NAM,"321 Trần Hưng Đạo, Quận 1, TP HCM",300405462,,,,empty@email.com,63,66,PIN ACQUY,,,3/13/2015 0:00,3/13/2015 0:00
154,CÔNG TY TNHH PLG VIỆT NAM,"P.701, Lầu 7, Tòa nhà Hà Phan, Số 5 Phan Xích Long, Phường 2, Quận Phú Nhuận,Tp HCM",312103963,,,,empty@email.com,63,66,PLG VIETNAM,,,3/13/2015 0:00,3/13/2015 0:00
155,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ QUỐC TẾ PROMANA,"193-203 Trần Hưng Đạo, Phường Cô Giang, Quận 1, Tp HCM",305479309,,,,empty@email.com,63,66,PROMANA,,,3/13/2015 0:00,3/13/2015 0:00
156,CÔNG TY TNHH QST VIỆT NAM,"Đơn vị 3A, Tòa nhà Xưởng Tiêu Chuấn, Đường 14, KCX Tân Thuận, Q.7, TP HCM",310854675,,,,empty@email.com,63,66,QST,,,3/13/2015 0:00,3/13/2015 0:00
157,CÔNG TY TNHH QUỐC TẾ Z.C (VIỆT NAM),"Khu C, Lô S, Đường 19, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7, TP HCM",300761728,,,,empty@email.com,63,66,QT Z.C,,,3/13/2015 0:00,3/13/2015 0:00
158,CÔNG TY CP GIAO NHẬN TIẾP VẬN QUỐC TẾ,"Tầng 5, Tòa nhà cảng Sài Gòn, 03 Nguyễn tất Thành, P.12, Quận 4, Tp.HCM",303957341,,,,empty@email.com,63,66,QUOCTE,,,3/13/2015 0:00,3/13/2015 0:00
159,CÔNG TY TNHH RINNAI VIỆT NAM,"Đường số 2, KCN Đồng An, Thuận An,  Bình Dương",3700300974,,,,empty@email.com,63,66,RINNAI,,,3/13/2015 0:00,3/13/2015 0:00
160,CÔNG TY TNHH TM VẬT LIỆU MÁY IN SANXIN,"Tầng trệt và Lầu 1, 21 Công Trường An Đông, P. 9, Q. 5, Tp HCM",305445821,,,,empty@email.com,63,66,SANXIN,,,3/13/2015 0:00,3/13/2015 0:00
161,CÔNG TY CỔ PHẦN SAO Á,"Số 5 Lý Tự Trọng, P. Minh Khai, Q. Hồng Bàng, TP Hải Phòng",200504188,,,,empty@email.com,63,66,SAOA,,,3/13/2015 0:00,3/13/2015 0:00
162,CÔNG TY TNHH SATO-SANGYO VIỆT NAM,"37 Đường số 6, KCN VSIP, Huyện Thuận An, tỉnh Bình Dương",3700635868,,,,empty@email.com,63,66,SATO-SANGYO,,,3/13/2015 0:00,3/13/2015 0:00
163,CÔNG TY TNHH SCG TRADING VIỆT NAM,"117 - 119 Lý Chính Thắng, Phường 7, Quận 3, Tp.HCM",304189477,,,,empty@email.com,63,66,SCG-TRADING,,,3/13/2015 0:00,3/13/2015 0:00
164,CÔNG TY TNHH SX - TM SÀI GÒN RIVER VIỆT NAM,"0589/E Hóa Nhựt, Tân Vĩnh Hiệp, Tân Uyên, Bình Dương",3700579483,,,,empty@email.com,63,66,SG RIVER VN,,,3/13/2015 0:00,3/13/2015 0:00
165,CÔNG TY TNHH SHOWA VALVE VIỆT NAM,"KCN Tân Trường, Huyện Cẩm Giàng, Tỉnh Hải Dương",801040780,,,,empty@email.com,63,66,SHOWA VALVE VN,,,3/13/2015 0:00,3/13/2015 0:00
166,CÔNG TY TNHH DỊCH VỤ GIAO NHẬN VẬN CHUYỂN - THƯƠNG MẠI SIÊU KỶ,"4/9C Nguyễn Thị Minh Khai, P. Đa Kao, Q. 1, TP HCM.",305327754,,,,empty@email.com,63,66,SIEUKY,,,3/13/2015 0:00,3/13/2015 0:00
167,CÔNG TY CỔ PHẦN SINH LỘC PHÁT,"11B3 Hà Huy Giáp, Khu Biệt Thự Thạnh Xuân, P.Thạnh Xuân, Quận 12, TP HCM",309708870,,,,empty@email.com,63,66,SINHLOCPHAT,,,3/13/2015 0:00,3/13/2015 0:00
168,CÔNG TY TNHH TM VÀ DV SONG MÃ,"Số 229 Km 87 - Quốc Lộ 5 mới, Nam Sơn, An Dương, Hải Phòng",200689958,,,,empty@email.com,63,66,SONGMA,,,3/13/2015 0:00,3/13/2015 0:00
169,CÔNG TY TNHH TM& DV KT SONG PHƯƠNG MINH,"45/10 Liên khu 16-18 Bình Trị Đông, Bình Tân, Tp.HCM",304122842,,,,empty@email.com,63,66,SONGPHUONGMINH,,,3/13/2015 0:00,3/13/2015 0:00
170,CÔNG TY TNHH THẾ GIỚI SƠN MÀI,"788 La Thành, Phường Giảng Võ, Quận Ba Đình, Tp Hà Nội, Việt Nam",101058101,,,,empty@email.com,63,66,SONMAI,,,3/13/2015 0:00,3/13/2015 0:00
171,CÔNG TY TNHH NỘI THẤT - SƠN MÀI VIỆT,"Thôn Bối Khê, Xã Chuyên Mỹ, Huyện Phú xuyên, Hà Nội",104191976,,,,empty@email.com,63,66,SONMAI VIET,,,3/13/2015 0:00,3/13/2015 0:00
172,CÔNG TY TNHH SURINT OMYA VIỆT NAM,"khu công nghiệp Gò dầu, Long Thành, Đồng Nai",3600749484,,,,empty@email.com,63,66,SURINT,,,3/13/2015 0:00,3/13/2015 0:00
173,CÔNG TY TNHH GIAO NHẬN T.A.C,"2A Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, Tp.HCM",310273423,,,,empty@email.com,63,66,TAC,,,3/13/2015 0:00,3/13/2015 0:00
174,CÔNG TY CỔ PHẦN Á CHÂU TÀI NGUYÊN,"37 Hoàng Văn Thụ, P. 15, Q. Phú Nhuận,Tp.HCM",302749620,,,,empty@email.com,63,66,TAINGUYEN  ,,,3/13/2015 0:00,3/13/2015 0:00
175,CÔNG TY ĐIỆN VÀ ĐIỆN TỬ TCL (VIỆT NAM),"Phường Tân Biên, Thành phố Biên Hòa, Tỉnh Đồng Nai",3600243296,,,,empty@email.com,63,66,TCL,,,3/13/2015 0:00,3/13/2015 0:00
176,CÔNG TY CỔ PHẦN THÁI LINH,"Hạ Thái, Duyên Thái, Thường Tín, Hà Nội",500467025,,,,empty@email.com,63,66,THAILINH,,,3/13/2015 0:00,3/13/2015 0:00
177,CÔNG TY CP SẢN XUẤT VÀ XUẤT KHẨU MỸ NGHỆ THĂNG LONG,"D14-TT14 Khu Đô Thị Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",104164771,,,,empty@email.com,63,66,TH?NG LONG,,,3/13/2015 0:00,3/13/2015 0:00
178,CÔNG TY TNHH VẬN TẢI BIỂN THẮNG LỢI,"37 Hoàng Diệu, Phường 12, Quận Tân Bình, Tp.HCM",304777581,,,,empty@email.com,63,66,THANGLOI,,,3/13/2015 0:00,3/13/2015 0:00
179,CÔNG TY TNHH MTV PKĐK THANH QUAN,"54 Nguyễn Thiện Thuật, Phường 2, Quận 3, Tp.HCM",309201826,,,,empty@email.com,63,66,THANH QUANG,,,3/13/2015 0:00,3/13/2015 0:00
180,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THÀNH TUẤN,"1444 Hoàng Văn Thụ, Phường 4, Quận Tân Bình, TP HCM",304223311,,,,empty@email.com,63,66,THANH TUAN,,,3/13/2015 0:00,3/13/2015 0:00
181,DNTN THÀNH ĐÔ,"137C, Khu B, Tân Thắng, Tân Bình, Dĩ An, Bình Dương.",3700598687,,,,empty@email.com,63,66,THANHDO,,,3/13/2015 0:00,3/13/2015 0:00
182,CÔNG TY CỔ PHẦN THÀNH ĐỒNG ,"Bình Dương, Đông Triều, Quảng Ninh",5700428488,,,,empty@email.com,63,66,THANHDONG,,,3/13/2015 0:00,3/13/2015 0:00
183,CÔNG TY TNHH THIẾT KẾ QUẬN TÁM,"343-345 Bến Bình Đông, P. 11, Q. 8, TP HCM",310502722,,,,empty@email.com,63,66,THIETKE Q8,,,3/13/2015 0:00,3/13/2015 0:00
184,CÔNG TY TNHH DỊCH VỤ HÀNG HÓA THÔNG MINH,"Phòng 203, Lầu 2, Tòa nhà Thăng Long, Số 6 Thăng Long, Phường 4, Quận Tân Bình, Tp HCM",304980801,,,,empty@email.com,63,66,THONGMINH,,,3/13/2015 0:00,3/13/2015 0:00
185,CÔNG TY TNHH XE Ô TÔ THUẬN PHONG PHÁT,"261 Tùng Thiện Vương, Phường 11, Quận 8, TP HCM",312367934,,,,empty@email.com,63,66,THUAN PHONG PHAT,,,3/13/2015 0:00,3/13/2015 0:00
186,CÔNG TY TNHH TM TÍCH LŨY,"131/6 Thích Quảng Đức, Phường 4, Q. Phú Nhuận, Tp.HCM",302911538,,,,empty@email.com,63,66,TICHLUY,,,3/13/2015 0:00,3/13/2015 0:00
187,CÔNG TY CỔ PHẦN QUỐC TẾ TICO,"Số 1, ngách 165/53 Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, TP.Hà Nội",105837677,,,,empty@email.com,63,66,TICO,,,3/13/2015 0:00,3/13/2015 0:00
188,CHI NHÁNH CÔNG TY CỔ PHẦN QUỐC TẾ TICO tại HẢI PHÒNG,"Số 3 Lê Thánh Tông, Phường Máy Tơ, Quận Ngô Quyền, TP Hải Phòng",0105837677-001,,,,empty@email.com,63,66,TICO HAI PHONG,,,3/13/2015 0:00,3/13/2015 0:00
189,CÔNG TY TNHH VẬN TẢI BIỂN TÍN NGHĨA,"386-388 Hoàng Diệu, Phường 5, Quận 4, Tp.HCM",302783692,,,,empty@email.com,63,66,TINNGHIA,,,3/13/2015 0:00,3/13/2015 0:00
190,CÔNG TY TNHH MTV THƯƠNG MẠI DỊCH VỤ MỸ NGHỆ TRẦM HƯƠNG BA TRUNG PHƯỚC,"17/22 Gò Dầu, Phường Tân Quý, Quận Tân Phú, TP HCM",309455235,,,,empty@email.com,63,66,TRAMHUONGBA,,,3/13/2015 0:00,3/13/2015 0:00
191,CÔNG TY CỔ PHẦN TRUNG ĐÔNG,"Cụm Công Nghiệp Tam Phước 1, Xã Tam Phước, TP Biên Hòa, Tỉnh Đồng Nai",3600669165,,,,empty@email.com,63,66,TRUNGDONG,,,3/13/2015 0:00,3/13/2015 0:00
192,CÔNG TY TNHH THƯƠNG MẠI VÀ KỸ THUẬT TRƯƠNG NGUYỆT,"319-A7 Lý Thường Kiệt, Phường 15, Quận 11, TP HCM",303716385,,,,empty@email.com,63,66,TRUONGNGUYET,,,3/13/2015 0:00,3/13/2015 0:00
193,TRUNG TÂM KHUYẾN CÔNG VÀ TƯ VẤN PHÁT TRIỂN CÔNG NGHIỆP,"176 Quang Trung, Hà Đông, Hà Nội",500472956,,,,empty@email.com,63,66,TT KC & TV PT CN,,,3/13/2015 0:00,3/13/2015 0:00
194,TRUNG TÂM SÁCH PHÁP LUẬT TÀI CHÍNH,"51/18F Chu Văn An, Phường 12, Quận Bình Thạnh, TP HCM",307997680,,,,empty@email.com,63,66,TT SACH PLTC,,,3/13/2015 0:00,3/13/2015 0:00
195,CÔNG TY CỔ PHẦN VẬN TẢI QUỐC TẾ TIẾN TỚI THÀNH CÔNG,"Phòng 65, tầng 3, 49 Hoàng Văn Thụ, Phường 15, Quận Phú Nhuận, TP HCM",310526272,,,,empty@email.com,63,66,TT THANHCONG,,,3/13/2015 0:00,3/13/2015 0:00
196,CÔNG TY TNHH TM-DV TUẤN HIỆP,"96/18 hẻm 96, KP4, Đường Tây Hòa, P. Phước Long A, Quận 9, Tp.HCM",303848180,,,,empty@email.com,63,66,TUANHIEP,,,3/13/2015 0:00,3/13/2015 0:00
197,CÔNG TY TNHH MỘT THÀNH VIÊN TUẤN MÃ,"38 Đường số 14B, P.Bình Hưng Hòa A, Q.Bình Tân, TP HCM",305124578,,,,empty@email.com,63,66,TUANMA,,,3/13/2015 0:00,3/13/2015 0:00
198,CÔNG TY TNHH CHẾ BIẾN THỦY HẢI SẢN VÀ NƯỚC ĐÁ TUNG KONG,"KCN Nhơn Trạch 3, Nhơn Trạch, Đồng Nai",3600602273,,,,empty@email.com,63,66,TUNGKONG,,,3/13/2015 0:00,3/13/2015 0:00
199,CÔNG TY CP XNK NAM HÀ - UDOMXAY,"số 5, Hàng Tiện, Tp. Nam Định, Nam Định",600159842,,,,empty@email.com,63,66,UDOMXAY,,,3/13/2015 0:00,3/13/2015 0:00
200,CÔNG TY TNHH U-HOUSE ENTERPRISE,"Lô B7, Khu Công Nghiệp Đại Đăng, TP Thủ Dầu Một, Tỉnh Bình Dương",3700776516,,,,empty@email.com,63,66,U-HOUSE ENTERPRISE,,,3/13/2015 0:00,3/13/2015 0:00
201,TRUNG TÂM ĐÀO TẠO VÀ XÚC TIẾN THƯƠNG MẠI VASEP,"Số 10, Nguyễn Công Hoan, Quận Ba Đình, Hà Nội",102322542,,,,empty@email.com,63,66,VASEP,,,3/13/2015 0:00,3/13/2015 0:00
202,CÔNG TY CP VẬT LIỆU TỰ DÍNH VIỆT NAM,"Lô 2/10 KCN Phan Thiết, Tp. Phan Thiết, tỉnh Bình Thuận, Việt Nam",3400446309,,,,empty@email.com,63,66,VATLIEUVN,,,3/13/2015 0:00,3/13/2015 0:00
203,CÔNG TY TNHH THƯƠNG MẠI VẬT TƯ KHOA HỌC KỸ THUẬT,"12 Hàng Đường, Hoàn Kiếm, Hà Nội",100236496,,,,empty@email.com,63,66,VATTUKHKT,,,3/13/2015 0:00,3/13/2015 0:00
204,CÔNG TY TNHH ĐẦU TƯ ỨNG DỤNG SẢN XUẤT BAO BÌ VIỆT,"Đường D1, KCN Phố Nối A, Xã Giai Phạm, Huyện Yên Mỹ, Tỉnh Hưng Yên",900254328,,,,empty@email.com,63,66,VENUS PLASTIC,,,3/13/2015 0:00,3/13/2015 0:00
205,"VPĐD CTY VEOLIA WATER SYSTEMS SOUTH ASIA SDN . , BHD","Phòng 9.2B Lầu 9, Toà Nhà ETOWN 1, 364 Cộng Hoà, Phường 13, Quận Tân Bình, TP HCM",304644334,,,,empty@email.com,63,66,VEOLIA,,,3/13/2015 0:00,3/13/2015 0:00
206,VIỆN LOGISTIC VIỆT NAM,"Số 5, Nguyễn Gia Thiều, P. 6, Q. 3, TP HCM",305524329,,,,empty@email.com,63,66,VIEN LOGISTIC,,,3/13/2015 0:00,3/13/2015 0:00
207,CÔNG TY CP PHÁT TRIỂN HÀNG HẢI VIỄN ĐÔNG,"84/4 Tôn Thất Thuyết, Phường 16, Quận 4, Tp.HCM",310693481,,,,empty@email.com,63,66,VIENDONG,,,3/13/2015 0:00,3/13/2015 0:00
208,CÔNG TY TNHH VIỄN TÂY,"121 Yersin, Phường Phạm Ngũ Lão, Quận 1, TP HCM",303941736,,,,empty@email.com,63,66,VIENTAY,,,3/13/2015 0:00,3/13/2015 0:00
209,CÔNG TY  TNHH VIÊN THÀNH,"123 Lê Lợi, Phường Bến Nghé, Quận 1, Tp.Hồ Chí Minh",301909543,,,,empty@email.com,63,66,VIENTHANH,,,3/13/2015 0:00,3/13/2015 0:00
210,CÔNG TY TNHH DU LỊCH - SỰ KIỆN VIỆT SAO Á,"50 Bis Yersin, P. Phương Sài, Nha Trang",4201552311,,,,empty@email.com,63,66,VIET SAO A,,,3/13/2015 0:00,3/13/2015 0:00
211,CÔNG TY TNHH VIỆT THĂNG,"307/10 Nguyễn Văn Trỗi, Phường 1, Quận Tân Bình, TP HCM",302615708,,,,empty@email.com,63,66,VIET THANG,,,3/13/2015 0:00,3/13/2015 0:00
212,CÔNG TY TNHH ĐT & SX VIỆT TÍN,"338C Nơ Trang Long, Phường 13, Quận Bình Thạnh, TP HCM",310281047,,,,empty@email.com,63,66,VIET TIN,,,3/13/2015 0:00,3/13/2015 0:00
213,CÔNG TY TNHH KỸ THUẬT VÀ XÂY DỰNG VIỆT THIÊN,"242/106 Nguyễn Thiện Thuật, Phường 3, Quận 3, TP HCM",312534198,,,,empty@email.com,63,66,VIETTHIEN,,,3/13/2015 0:00,3/13/2015 0:00
214,CÔNG TY TNHH ĐẦU TƯ & SẢN XUẤT VIỆT TÍN,"388C Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp.HCM",310281047,,,,empty@email.com,63,66,VIIETTIN,,,3/13/2015 0:00,3/13/2015 0:00
